Date,Roll_1Y,Roll_3Y,Roll_5Y
2015-11-04,0.162512364298107,0.7494005206604781,1.0237002970594482
2015-11-05,0.15665697713096804,0.7370201978480928,1.0162914119871354
2015-11-06,0.15306997872070527,0.7322527488044772,1.0134271369549959
2015-11-09,0.14032159323950122,0.7244926447705662,0.9922621434324841
2015-11-10,0.13773027036271568,0.7220568320165646,0.9944801925968219
2015-11-11,0.1334514109417151,0.7242046287859207,1.011877763608125
2015-11-13,0.1238086252115278,0.7082515585654252,0.9945700991190787
2015-11-16,0.12070993596186141,0.7075971850727669,1.0071361909158734
2015-11-17,0.11383360493041828,0.7066128192823085,1.0078206899343813
2015-11-18,0.10827777806297079,0.7165416119125287,0.9871772643902279
2015-11-19,0.10992765129673088,0.7341321466839292,1.0006146633348665
2015-11-20,0.10854037951559647,0.7307405571200152,1.003762157478012
2015-11-23,0.1027842108375161,0.7179801429431405,1.0165540168561455
2015-11-24,0.1036591190697791,0.7125259596360929,1.0249569019090028
2015-11-26,0.10388293134519566,0.7128077692660375,1.0222002215345405
2015-11-27,0.11766674794231369,0.7137311285449877,1.0265619480547334
2015-11-30,0.12288869666050639,0.6934052142596612,1.021791862379954
2015-12-01,0.12564991862168517,0.6836299865030366,1.0241304801152336
2015-12-02,0.12803665553521648,0.6850045559804376,1.022986677718028
2015-12-03,0.12498839595681344,0.6743571948181037,0.9999391945749649
2015-12-04,0.13154735943991147,0.6271544033051744,0.9871654550684967
2015-12-07,0.1320348740717493,0.626332605809355,1.000819406940166
2015-12-08,0.12537094132036897,0.6183085215524229,0.9913859468868012
2015-12-09,0.11693871507915288,0.6203282821379794,0.9841493187908583
2015-12-10,0.11701371280075035,0.6412118953935257,1.0053774165852498
2015-12-11,0.11585693550702414,0.6488615373554878,1.009086073265688
2015-12-14,0.11809793961743587,0.651820621870222,1.0111826884969077
2015-12-15,0.12146559961043657,0.6385001883002197,1.0310370958725001
2015-12-16,0.1130508916163645,0.6332260192109518,1.0303544407096172
2015-12-17,0.11900394596331432,0.6232197958655119,1.0545332406113488
2015-12-18,0.12070054704214095,0.6072833144607848,1.0350724143947707
2015-12-21,0.12366341974078898,0.6235171905307384,1.0529326307461588
2015-12-22,0.13829624760464854,0.6235782281961963,1.0607645560343493
2015-12-23,0.1471062009487787,0.6178970878771004,1.067165152481827
2015-12-24,0.1279967207135435,0.6226856014960622,1.0618788268333084
2015-12-28,0.12202972237746956,0.6325021293757762,1.0559656916411289
2015-12-29,0.1319571458954012,0.650704148986313,1.0595297582899732
2015-12-30,0.13122578974938048,0.652161073242653,1.0485750127371332
2015-12-31,0.12577651277524815,0.6515406471768062,1.0542783231690527
2016-01-01,0.12410092423871322,0.6475500680349564,1.0454268576913752
2016-01-04,0.11644515850946213,0.6380991502531621,1.0300908230319272
2016-01-05,0.10932205213898849,0.6516422458806455,1.022922494521302
2016-01-06,0.09439266731531148,0.6422581049746914,1.017888571077023
2016-01-07,0.0946259067665931,0.6326165660966332,1.0085893531836605
2016-01-08,0.08819670560800508,0.6179440441844051,1.0000818789990709
2016-01-11,0.08130477978351547,0.610350227485704,0.982829128326469
2016-01-12,0.0878919699981261,0.6032187308583821,0.9826935616099894
2016-01-13,0.08299937359557252,0.615553762948448,0.988788840774069
2016-01-14,0.0766467799395667,0.6111142199903783,0.9881366696191547
2016-01-15,0.08731223794352305,0.6162134970042448,0.9793635885605132
2016-01-18,0.08173271794259462,0.6213352410196087,0.9772286732166355
2016-01-19,0.07417717661420964,0.6236796811013687,0.9868662421279244
2016-01-20,0.07817820639272077,0.6130689937422213,0.9762541109574583
2016-01-21,0.08368831168755642,0.6068738246903462,0.9619481160395345
2016-01-22,0.08074612074585108,0.6199520322174168,0.9767581235951122
2016-01-25,0.08093648300937051,0.6227166550357475,0.969631787278155
2016-01-27,0.08660301446622454,0.622188985361674,0.9631901053933118
2016-01-28,0.08797019335873091,0.6254695779310988,0.9563063561596494
2016-01-29,0.08830350915230634,0.6302467293430107,0.9728852154862246
2016-02-01,0.09823371391228264,0.6288122722256178,0.9728003610383888
2016-02-02,0.09928500688741848,0.6330881082521314,0.9598263705425967
2016-02-03,0.08967657599735868,0.6477849772048248,0.952407304983115
2016-02-04,0.09419862700883364,0.6630426385513248,0.9603978741237655
2016-02-05,0.08243632036562387,0.6596231512396551,0.9793185516287113
2016-02-08,0.0736824492382,0.6429521859521641,0.9872076494982449
2016-02-09,0.07313430178701275,0.65038018854115,0.9830172781223683
2016-02-10,0.07455107042826536,0.6501015913648012,0.9726895534593358
2016-02-11,0.08675427281447667,0.6363717991785758,0.962460460654823
2016-02-12,0.09850776958152518,0.6442670508094677,0.9727997683781227
2016-02-15,0.10135669101873879,0.6538885824727922,0.9714359773711343
2016-02-16,0.0974926186529892,0.6549596854337305,0.9586415681918343
2016-02-17,0.08251020509766682,0.6504471167202011,0.9805133021716699
2016-02-18,0.08000291583236407,0.658116495966163,0.9904107496154435
2016-02-19,0.08250634967362569,0.6599887297104923,1.0042165832391807
2016-02-22,0.08414433569331525,0.656873404119177,0.998482998173791
2016-02-23,0.07886208650870452,0.6343914282428234,0.983987699856727
2016-02-24,0.08219654682156985,0.6200666124522054,0.9868847599225983
2016-02-25,0.07780108641685468,0.6176279935339726,0.9937556269438852
2016-02-26,0.0764299365867166,0.6123325150321446,0.9860125331697389
2016-02-29,0.07999188024982185,0.6023376533712379,0.9857977723051254
2016-03-01,0.0757381646197911,0.6320439903097086,1.0238000227879307
2016-03-02,0.07751149380694866,0.6462946035772767,1.0319636048839653
2016-03-03,0.07618698251368716,0.6475189969631567,1.0627819899495907
2016-03-04,0.07697804808364683,0.6364451455706144,1.0663094547516145
2016-03-08,0.05916615144904136,0.6443874762768338,1.0741132544905208
2016-03-09,0.05030589700571719,0.6476474912576149,1.086111027135371
2016-03-10,0.052480664905853125,0.644542485428296,1.089101322485483
2016-03-11,0.04480147166997994,0.6439609696195485,1.0772267684085708
2016-03-14,0.04194483941205218,0.6279276621875702,1.0604172841459194
2016-03-15,0.03292946382679929,0.6142001477660772,1.0438917399973417
2016-03-16,0.03765980933023827,0.6148397488927657,1.058299112853626
2016-03-17,0.028258437062343655,0.6145646751986467,1.05615698631578
2016-03-18,0.030299106908721063,0.6263621667429986,1.0689119793286976
2016-03-21,0.02255618929443559,0.6293720291671607,1.0660554103840099
2016-03-22,0.021514974838043543,0.6309628257872091,1.07497256858653
2016-03-23,0.01965685389018601,0.6305477194276727,1.0822326409860479
2016-03-28,0.024805185447081768,0.6228209758257774,1.0912936494716385
2016-03-29,0.03264611634312797,0.6409795925111985,1.0929826612308575
2016-03-30,0.02965512266382364,0.6352082576728884,1.1009303937644421
2016-03-31,0.02911631342340648,0.6375099966586824,1.0767337121540874
2016-04-01,0.035138480469111166,0.6342886684653284,1.0670912440491693
2016-04-04,0.030468481965391092,0.6310251090123156,1.0710357825253625
2016-04-05,0.033827089517741604,0.6255356009970527,1.0746013889874462
2016-04-06,0.024852692530098475,0.621948001402193,1.0758334491839763
2016-04-07,0.018350250673187296,0.6191709576785858,1.066150794407936
2016-04-08,0.00947472804627758,0.6297439541432512,1.0669800874323025
2016-04-11,0.007423285559093218,0.6348520804625668,1.0835135943645273
2016-04-12,0.00984272842590872,0.6310730777375364,1.0778484308884682
2016-04-13,0.00394263038759235,0.6416206408275074,1.1142916433325154
2016-04-18,0.008889722473273576,0.6392253056482773,1.1198435491749505
2016-04-20,0.008078397443927687,0.6387506889613581,1.1205627234403521
2016-04-21,0.010733437776123789,0.6278832447722495,1.1118192597529666
2016-04-22,0.010788025068844465,0.6252758246362331,1.110327878914078
2016-04-25,0.014001874337733367,0.6190327750260347,1.0982769079868127
2016-04-26,0.02351057006442392,0.6206558067275443,1.0991868947297123
2016-04-27,0.02892058877193382,0.633666888970053,1.1072030873185448
2016-04-28,0.022667360496027356,0.6313408075518283,1.073416205891928
2016-04-29,0.033777960827676035,0.6227964924192813,1.083407663761998
2016-05-02,0.03818504960482938,0.6471641394766234,1.098480756071462
2016-05-03,0.05910453162292184,0.6460907731471557,1.1072596772685288
2016-05-04,0.08731832347422164,0.6434085537741374,1.1210077428072935
2016-05-05,0.07667706451629264,0.6605364739837318,1.128441072484937
2016-05-06,0.059870148733632944,0.6596608011442158,1.1502004558377303
2016-05-09,0.05038510609092273,0.6487190957511513,1.1658949520340958
2016-05-10,0.04463010211906615,0.649039777055493,1.171109138845844
2016-05-11,0.0447697639574931,0.6639857422009519,1.1744924818800595
2016-05-12,0.05286789716148288,0.6735304047609414,1.159220008056051
2016-05-13,0.07539920216444707,0.6550585415987986,1.1355327212544417
2016-05-16,0.06479273949540532,0.6732399887849918,1.166026846004851
2016-05-17,0.05856113401517682,0.6711180652292501,1.1543926637549624
2016-05-18,0.05828076901082058,0.6620087602900329,1.1242736349117728
2016-05-19,0.05689072911534676,0.6625551763112048,1.1196363309180437
2016-05-20,0.047449124096396456,0.6648472804803796,1.1421508310435888
2016-05-23,0.04986168710845884,0.656104740974778,1.1494372544485902
2016-05-24,0.050635247658748606,0.639258326709139,1.1523711292549357
2016-05-25,0.05213394403895233,0.6390518564829828,1.1751002670190323
2016-05-26,0.05517936712861071,0.6451770316536227,1.1880883703421956
2016-05-27,0.05253189035498507,0.6337864641186401,1.18156601831045
2016-05-30,0.052175018051223154,0.6336960764851789,1.1630885565429703
2016-05-31,0.040399328461024675,0.6183149594675426,1.1797520683627807
2016-06-01,0.044513406604844596,0.6236387353825734,1.2209437720043823
2016-06-02,0.043028388860777644,0.6175708131830004,1.2404337401388028
2016-06-03,0.04877807092912201,0.6204864448229224,1.270347518050037
2016-06-06,0.03955565323730148,0.6105395389926023,1.2121807280347436
2016-06-07,0.035291250874931235,0.6096570266892707,1.2139882911981261
2016-06-08,0.04172477546300368,0.6104462936604136,1.2142617374663716
2016-06-09,0.0437106083843497,0.5931541268901261,1.1858224596396996
2016-06-10,0.045973969821189176,0.59532712266014,1.2006209673638157
2016-06-13,0.043965975043122274,0.6019485668638871,1.1891882949547354
2016-06-14,0.04896767816581704,0.59265376114308,1.1973115192274124
2016-06-15,0.06301083471642177,0.5979260545139924,1.22033318882101
2016-06-16,0.05530620928160346,0.5912461375452502,1.2219617021614377
2016-06-17,0.05977583097191297,0.5977727125517633,1.2323264187574612
2016-06-20,0.06859899651390222,0.596019394962978,1.2188496490425207
2016-06-21,0.06523455309509862,0.5890851180799943,1.2285477060883359
2016-06-22,0.061198760945400776,0.5810692677862799,1.204336985810096
2016-06-23,0.044269106069733555,0.5779280330498842,1.2060905057770972
2016-06-24,0.04383690283377217,0.5556016385743512,1.1956597720061304
2016-06-27,0.036841877903141196,0.5514578272530275,1.186149889156526
2016-06-28,0.037903976685700336,0.525259968481609,1.182595598579569
2016-06-29,0.040182846596314326,0.5405261399897665,1.185740269967674
2016-06-30,0.044962059955080624,0.5545731467194874,1.2045243366590033
2016-07-01,0.04279814729776743,0.5533083373339387,1.1959767458826034
2016-07-04,0.032403283975709574,0.542661357488128,1.1811619402396842
2016-07-05,0.0402595564245849,0.5292974319041062,1.1777071524470295
2016-07-07,0.033702748505624935,0.5337967704000255,1.188902322601394
2016-07-08,0.028404722292609375,0.5445486627693081,1.1853560152709675
2016-07-11,0.014805206207045174,0.5531004915667463,1.194512143965895
2016-07-12,0.02101574507638304,0.5361124662032077,1.183847626480262
2016-07-13,0.017027502489546986,0.5196639718838436,1.181677735680246
2016-07-14,0.01476941383783803,0.5174653541080905,1.1929953593429417
2016-07-15,0.01878952427785885,0.517772713017113,1.1756344037542015
2016-07-18,0.020218614256023004,0.5428233248763148,1.1588495618658312
2016-07-19,0.016977874794205983,0.5589825772596935,1.1473722526533434
2016-07-20,0.012927590073571027,0.5822487174792288,1.1123500123844567
2016-07-21,0.017117197017747054,0.5861467256278134,1.1199311788785868
2016-07-22,0.015872499130500373,0.5835255952079232,1.113530903474452
2016-07-25,0.009763810330688738,0.5956451629385762,1.1315510108896225
2016-07-26,0.00690147591547241,0.5821136514210068,1.1722623131247731
2016-07-27,-0.0012162703702169875,0.5735223181953253,1.191177182899492
2016-07-28,0.007025771755231114,0.5760559885795535,1.2130176895697236
2016-07-29,0.006433631530861295,0.5642106328267122,1.2227267544598164
2016-08-01,0.002552167698415042,0.574562031534247,1.24082115110569
2016-08-02,0.004062550766321893,0.5713445038109968,1.2488410088845514
2016-08-03,-0.0008230710893135651,0.5719147261296982,1.2454842358413607
2016-08-04,-0.008882153902720846,0.5627600752529658,1.2360131640845755
2016-08-05,-0.018822942702209966,0.5784451962035269,1.2488590619194082
2016-08-08,-0.017457301031870376,0.5827389636674167,1.281016589529182
2016-08-09,-0.01701241447438706,0.5577945532798658,1.252771290633245
2016-08-10,-0.022559931249380716,0.5369899907997173,1.2243251782393971
2016-08-11,-0.03690475051198572,0.5553588771435594,1.2110193353977254
2016-08-12,-0.040431685539699225,0.5609841591819644,1.2344703165409032
2016-08-16,-0.03235948081900164,0.5553205339354506,1.2413767950741317
2016-08-17,-0.0354119044761978,0.5547124708301898,1.2281737802300914
2016-08-18,-0.03853420430206311,0.5660354483680432,1.2316086173073288
2016-08-19,-0.03683315863786207,0.5562635226785222,1.2376268482953057
2016-08-22,-0.02619035831392047,0.5638068859906007,1.2222167456363382
2016-08-23,-0.020120222493595907,0.5657410361586372,1.2138288785121385
2016-08-24,-0.023051500523289192,0.5896170945004959,1.2407267612889938
2016-08-25,-0.028018782293911304,0.6050184640344032,1.2409641355865357
2016-08-26,-0.046075188528484246,0.6152089112370505,1.2106757353825406
2016-08-29,-0.05094074006178073,0.6075300491634421,1.2016487508305884
2016-08-30,-0.05097912734219845,0.6192468218843314,1.2030280622098852
2016-08-31,-0.04411070599185596,0.6330486499782646,1.2063141442433958
2016-09-01,-0.013050828404393311,0.6381351020451811,1.2128650822470723
2016-09-02,-0.01866909532589034,0.640399985280877,1.1970932193328354
2016-09-06,-0.03481250895969201,0.635209935757433,1.1907879115791735
2016-09-07,-0.04373257120165652,0.589534233756229,1.157091494574932
2016-09-08,-0.04126779073605569,0.5775073251283429,1.1277903769035005
2016-09-09,-0.03806961121396224,0.5611732670108835,1.0817691503564777
2016-09-12,-0.027857514457270582,0.5444752280863112,1.0563542298385364
2016-09-14,-0.035557318219817224,0.5522750865683288,1.085377209242886
2016-09-15,-0.033811074585055945,0.5823196015487773,1.076612603171466
2016-09-16,-0.02849190822644343,0.5846660235893775,1.0664277786103937
2016-09-19,-0.018006269439649225,0.6029799699323857,1.0499675219767033
2016-09-20,-0.012892418686372809,0.5774834561850468,1.0413924709412652
2016-09-21,-0.01833436114677567,0.5634667629759931,0.9979189677522062
2016-09-22,-0.024377900706282762,0.5599521790403867,0.9723894159556663
2016-09-23,-0.034638592708159166,0.5804466230123781,0.9914896645468381
2016-09-26,-0.03015675923785155,0.5636464479424688,0.9995063427263826
2016-09-27,-0.026802857212549602,0.5710342889517688,0.982701066096223
2016-09-28,-0.015325231902915348,0.5684116369095193,0.9573643405205565
2016-09-29,-0.0023117772337648557,0.542315912654366,0.9158296331018438
2016-09-30,-0.011781639256239984,0.5352461103288773,0.9701763894396005
2016-10-03,-0.02339825415398078,0.5455341016902346,1.0112880105240774
2016-10-04,-0.03049156100544881,0.5491041159137529,1.0265716004059056
2016-10-05,-0.029517440297324615,0.5410922991501743,1.0216466252035805
2016-10-06,-0.0437590890347328,0.5366202902155117,1.0345533103085658
2016-10-07,-0.04107087462023529,0.51805768122491,1.0481099577252309
2016-10-10,-0.047192708163878994,0.5400977598800567,1.0614153498248897
2016-10-13,-0.040612513248414084,0.5471161208286914,1.0284909623790277
2016-10-14,-0.022380710996107167,0.5421849570680721,0.9818484240683767
2016-10-17,-0.021392309506025553,0.5252449255486007,0.9625817957196043
2016-10-18,-0.023271711004043905,0.5534573219038847,0.9885160355902398
2016-10-19,-0.030093245330779173,0.5417982752569075,1.0083458091763633
2016-10-20,-0.029864666990572664,0.5056262725106413,1.0018008588004634
2016-10-21,-0.03622893762275958,0.4997650370989639,0.9821133729511751
2016-10-24,-0.040711186252204046,0.4853752784600107,1.0053966323045558
2016-10-25,-0.04373638351117881,0.4807788704452334,1.0042884345334593
2016-10-26,-0.02780789234206016,0.473341257720886,0.9457793175814437
2016-10-27,-0.0238136682085639,0.44745356530538793,0.9176953777557131
2016-10-28,-0.018430723141926064,0.4594651567772223,0.9039972748355396
2016-10-30,-0.01877570189519595,0.46979976575380955,0.9497838996428587
2016-11-01,-0.022358240910097527,0.4667341369513629,0.934537230741052
2016-11-02,-0.014752548517436681,0.45630252565208296,0.9500522012834676
2016-11-03,-0.01622910871581884,0.4619639533680433,0.9309595489225697
2016-11-04,-0.012451409287523196,0.4615342517190806,0.9014371283597229
2016-11-07,-0.024199643249798397,0.44960380959788826,0.8660460057417552
2016-11-08,-0.03339911499145898,0.4564119671979068,0.8534250746866003
2016-11-09,-0.03746749538424532,0.43850424286540113,0.8786989067046693
2016-11-10,-0.05205362529236224,0.4207542211647666,0.8880695329164179
2016-11-11,-0.04787112244687508,0.4318830770894764,0.8709235600166982
2016-11-15,-0.042874481583484836,0.4291834828091381,0.8865556612341365
2016-11-16,-0.043149297712777424,0.43862031493572573,0.8908943486871934
2016-11-17,-0.04325333314848834,0.42746922575948587,0.8951660872146181
2016-11-18,-0.040648581578347276,0.4335207638798575,0.8987876220359525
2016-11-21,-0.037871630688966595,0.4470499844620939,0.8679429461369879
2016-11-22,-0.03565550809336182,0.4528900357413239,0.907651099744607
2016-11-23,-0.036684224345986616,0.4626023228228424,0.8945569406594833
2016-11-24,-0.03394722413895401,0.46321300384259123,0.8845209947123924
2016-11-25,-0.0328950427877861,0.467896353720328,0.9100864616692697
2016-11-28,-0.03425723997093555,0.48083323365978625,0.9367972382984424
2016-11-29,-0.03252410294246477,0.48962136056441374,0.9503405497249444
2016-11-30,-0.03692668044805947,0.4822813655294955,1.0012596871204722
2016-12-01,-0.03655300685910734,0.5029681015887504,0.9940576529874454
2016-12-02,-0.03366419703019252,0.4822855954695402,0.9665621208876569
2016-12-05,-0.028871723998912247,0.4864453515915643,0.9751283629095835
2016-12-06,-0.028623848294656806,0.46842671840851047,0.9747667974519916
2016-12-07,-0.027264779571818165,0.4637248065391595,0.978632818221403
2016-12-08,-0.02930183697944977,0.4625844739826852,0.993359163773017
2016-12-09,-0.034253931121111414,0.4547711099179783,0.9671667143357858
2016-12-12,-0.03433719393233692,0.45225597298451325,0.9339836503720913
2016-12-13,-0.03455850729362875,0.4626704386608671,0.9280222056661762
2016-12-14,-0.03509065330837835,0.46599545170627477,0.8906695688249711
2016-12-15,-0.0387797020272318,0.46591505179171255,0.871508888229459
2016-12-16,-0.039574766863511135,0.46348257270141224,0.840431905976925
2016-12-19,-0.039287308317063285,0.4568045432870218,0.8230961151698748
2016-12-20,-0.040002068059188156,0.46902047421829596,0.7839340676244502
2016-12-21,-0.04159316454477935,0.4467110837861754,0.7918264024663486
2016-12-22,-0.03844004622788799,0.44711466899670427,0.7484108566956302
2016-12-23,-0.03648510290049112,0.4463877357271422,0.7684397009154877
2016-12-26,-0.03263337678598588,0.45741323591733263,0.7563912103473094
2016-12-27,-0.03503345617319442,0.4490148247006793,0.807416914561665
2016-12-28,-0.03548213879622231,0.453971127509295,0.7927123652321604
2016-12-29,-0.036153884543186354,0.45875005751426046,0.8001534958188867
2016-12-30,-0.033043944113543056,0.48859415264543404,0.8438870661193094
2017-01-02,-0.033388574772525104,0.48936058168429875,0.8829909455005436
2017-01-03,-0.03482972833354436,0.4985105481828853,0.8802675329953924
2017-01-04,-0.03586004859650749,0.4800269749865498,0.8848561284865577
2017-01-05,-0.03831054987477267,0.48175150398696376,0.8485377896677362
2017-01-06,-0.0390619548356983,0.4745899888381433,0.8156824183234852
2017-01-09,-0.03751602701221657,0.46145561367329013,0.7715692889568302
2017-01-10,-0.0422329736702316,0.45512470344145783,0.7809755049569049
2017-01-11,-0.043123939535508526,0.4518034421827777,0.77073014553546
2017-01-12,-0.04202496212570117,0.4496783519929928,0.7655745975273407
2017-01-13,-0.04972235707050676,0.4209581160548699,0.719556421623597
2017-01-16,-0.04925937525174828,0.41303577186109264,0.688199994806951
2017-01-17,-0.04859920595932876,0.41994198040713604,0.6569625662035272
2017-01-18,-0.05318426092813744,0.4214933912473924,0.7114069289547171
2017-01-19,-0.05597940738940621,0.42458140398309974,0.7247846233763053
2017-01-20,-0.05430229714505841,0.4241197867952189,0.7230219998740768
2017-01-23,-0.06324684402624148,0.4254703039234833,0.750200939658271
2017-01-24,-0.0695620287921177,0.430421944520589,0.7468242929208448
2017-01-25,-0.06599280793452245,0.4279101858437031,0.7321950035962992
2017-01-27,-0.07525445719256796,0.42560966048458826,0.7078251108572822
2017-01-30,-0.07167471944038262,0.40986580876586465,0.705725123929382
2017-01-31,-0.06742247433087223,0.4048442432420356,0.7045401380423519
2017-02-01,-0.07192866024781708,0.4024703873133344,0.7578389853126093
2017-02-02,-0.0723100740663456,0.3984172493180922,0.7533118280549989
2017-02-03,-0.07566047707171086,0.3937659833866489,0.7493890375281667
2017-02-06,-0.07417809013920862,0.38717698316935567,0.7546037865126087
2017-02-07,-0.07095348544877167,0.4013886604429764,0.7571994291187316
2017-02-08,-0.07540958698222777,0.3987907605985932,0.7618407534381411
2017-02-09,-0.07770818074849495,0.4096127962518916,0.8117846102743056
2017-02-10,-0.07459177163438246,0.423631974554157,0.8309973415818761
2017-02-13,-0.06776375294723924,0.43886538707071354,0.8331340354336239
2017-02-14,-0.06525986915386417,0.41678767825257546,0.8489393950063806
2017-02-15,-0.065031847511976,0.4275790453627504,0.8551473979709796
2017-02-16,-0.06965362620453819,0.43105045793362007,0.8946523877015575
2017-02-17,-0.08318702008211787,0.4367076145274029,0.8818858601860218
2017-02-20,-0.08635038216630564,0.4341759700439478,0.9109942586798296
2017-02-21,-0.07550083428385324,0.4247316293091199,0.920595080900696
2017-02-22,-0.08496228810197204,0.4266950445509716,0.9174483533658477
2017-02-23,-0.08345036426134489,0.41499476325723816,0.9494887124098974
2017-02-27,-0.08262862690915274,0.42061972212488774,0.9669394372711542
2017-02-28,-0.0855449773170529,0.4006583423089196,0.9795892167847513
2017-03-01,-0.08405753341121369,0.3913113698031556,0.9465791567643813
2017-03-02,-0.07968458829025105,0.4031958158085043,0.9902601761876595
2017-03-03,-0.08029557226950557,0.4027848695732299,1.0095367873803407
2017-03-06,-0.08271095104325044,0.3952082098118568,1.026387063211399
2017-03-07,-0.0772495942964071,0.403024637114783,1.0455324568004718
2017-03-08,-0.07245984109451142,0.41123943707260757,1.0646249770012386
2017-03-09,-0.06718996375948971,0.40963946086241165,1.0573819556750221
2017-03-10,-0.060864252135303776,0.4123327806241348,1.0751581902269631
2017-03-14,-0.05960268582014505,0.41423929056722786,1.1110522374578473
2017-03-15,-0.05967994214443584,0.4125140871633046,1.0993347920898828
2017-03-16,-0.06002049023124045,0.4160232758072029,1.1096500337867992
2017-03-17,-0.059611250660538184,0.42570978581790486,1.1234182690472716
2017-03-20,-0.05941141844887721,0.4185467763055697,1.1601954507230308
2017-03-21,-0.05726400607429216,0.41575821938697244,1.1645538334603458
2017-03-22,-0.05443920817797232,0.41941103187436357,1.1686021099655686
2017-03-23,-0.05552614591731131,0.4206181105828646,1.1847761046326164
2017-03-24,-0.06169789793850744,0.4087443390980636,1.134104837592543
2017-03-27,-0.060852628023741806,0.4087934282625161,1.1221764415150246
2017-03-28,-0.0625153477979985,0.3949575909613665,1.1068014979922653
2017-03-29,-0.06148025733032414,0.39708496489967815,1.050662755786945
2017-03-30,-0.05992886195342373,0.4147185588756359,1.0973903329704984
2017-03-31,-0.05805805879824777,0.42431427019430545,1.112484473047381
2017-04-03,-0.06834192964981134,0.43322774193123537,1.0974900966030245
2017-04-05,-0.07065227135294316,0.4795987039939862,1.1016824857211547
2017-04-06,-0.06174325232255429,0.5041355385805775,1.109169924279403
2017-04-07,-0.06001382193641214,0.4973043938722568,1.0743927916514833
2017-04-10,-0.06571346668643452,0.477244885117839,1.0433498188818728
2017-04-11,-0.06863962461777562,0.48058205366516993,1.040153322426118
2017-04-12,-0.07443143753577774,0.4859300287710515,1.0825606110828394
2017-04-13,-0.07421815783338159,0.48448979559244454,1.090111042532564
2017-04-17,-0.07432350596427728,0.47905468165021414,1.107193675820102
2017-04-18,-0.07261050687720383,0.4599346153508128,1.1117342267589059
2017-04-19,-0.07181473736648347,0.45811646109489,1.0841237527908603
2017-04-20,-0.07256977925848673,0.45343933887264143,1.065620868481571
2017-04-21,-0.0756861071209467,0.47242968475211256,1.0371762699348865
2017-04-24,-0.0773532648327031,0.47450583678289826,1.0492636653159382
2017-04-25,-0.07678260816146154,0.4993109879671911,1.0901023091391173
2017-04-26,-0.06906633399584927,0.4980979751732404,1.04187038660331
2017-04-27,-0.06666360743993516,0.5074459673003262,1.0602135951715275
2017-04-28,-0.06880197840545077,0.5034959476115366,1.0219385443542974
2017-05-02,-0.06561953896872463,0.5003936006719936,1.0444263982977384
2017-05-03,-0.06540155054771946,0.4923405066390918,1.0358205053695475
2017-05-04,-0.07301185127124632,0.48101813535411964,1.0239712144599298
2017-05-05,-0.07031508629465777,0.4712076357070627,1.0671070962893072
2017-05-08,-0.07295264256579981,0.48573906513378096,1.08499135878811
2017-05-09,-0.07480063825572691,0.5024407192614098,1.1018884057872864
2017-05-10,-0.07989100839650898,0.5322737442889078,1.109517707806437
2017-05-11,-0.08234314482048699,0.5227876448920379,1.0733701266305813
2017-05-12,-0.08005947364196064,0.5141637372342622,1.0766590134698666
2017-05-15,-0.07960000022710156,0.518959490521566,1.0668939551546501
2017-05-16,-0.08216273059328993,0.5129169331895262,1.0895777900106882
2017-05-17,-0.0864502718135991,0.49304210949526417,1.0624606781104653
2017-05-18,-0.07249548846377385,0.5011504214948257,1.0745122401181026
2017-05-19,-0.07531010847282227,0.4871618193069833,1.0857821194098285
2017-05-22,-0.0771205630092402,0.47639799237667657,1.0809623302204185
2017-05-23,-0.07245866971130965,0.4741159214465118,1.088412672555476
2017-05-24,-0.06897980028378248,0.46864765635740246,1.0662112533324535
2017-05-25,-0.08051959423034605,0.4655059372752335,1.0312210648206714
2017-05-26,-0.09124489748528153,0.43975726897167977,1.0301911396272927
2017-05-29,-0.0848931490858642,0.46557203315782325,1.0401587312227316
2017-05-30,-0.08810689238962577,0.4592464335570692,1.0338628576541624
2017-05-31,-0.09017628135968558,0.44831395610471425,1.0275977721109846
2017-06-01,-0.08851117205094261,0.44276957612292045,1.0395525265707009
2017-06-02,-0.08367015342093964,0.4820625305584796,1.0624310571071423
2017-06-05,-0.08609883228193715,0.49625289221967983,1.0579539135105573
2017-06-06,-0.08033190295722537,0.5088904136301289,1.0388564542600318
2017-06-07,-0.08785112486150148,0.5121364813756302,1.0259783060143133
2017-06-08,-0.087866116912243,0.5166332663172419,0.9989008831908439
2017-06-09,-0.09454913127855002,0.5448560920348493,0.9874808182292782
2017-06-12,-0.09119764735784819,0.5868697594365382,0.9899536344795665
2017-06-13,-0.0883609269379424,0.5640572654499201,0.9731355311485128
2017-06-14,-0.08720934896179644,0.5406620948346001,0.9765885833006642
2017-06-15,-0.08476492647707201,0.528066579322102,0.9892404283751284
2017-06-16,-0.08843781327118183,0.5384928988756852,0.9930068601261524
2017-06-19,-0.09403318529301696,0.5515130743301169,0.9829988102641445
2017-06-20,-0.0910345864115869,0.5234267702392963,0.9835293937321627
2017-06-21,-0.0921624492902493,0.5088397288863367,1.0121782758270057
2017-06-22,-0.09286063751673024,0.49367472303520743,1.0080116619524442
2017-06-23,-0.08883566517221597,0.4742772278273122,1.0107338834926844
2017-06-27,-0.0857640359744185,0.4870887648679172,0.9999103652543186
2017-06-28,-0.08598118504474939,0.49044387537028156,0.9948765427224635
